Average_AP,Average_SP,Average_Average_Points,Match_Number,Team_ID,Winner
41.32,504.36,101.64920000000001,185,110896,0
53.92,586.96,127.2464,185,123261,0
34.22222222222222,608.0,106.34333333333333,186,154568,1
32.9,534.5,102.53599999999999,186,153399,1
38.28,506.8,116.00679999999998,186,111002,0
56.2,671.24,134.06239999999997,186,84097,0
24.08,448.24,98.0372,187,112249,1
42.2,548.48,116.36320000000002,187,78936,1
39.142857142857146,443.92857142857144,100.33642857142857,187,140680,0
37.68,524.36,111.10519999999998,187,75585,0
19.214285714285715,394.42857142857144,63.105000000000004,1,105385,1
31.3,392.8,77.996,1,110526,1
54.0,621.4,99.20640000000002,1,110370,0
24.96,335.56,68.8476,1,62980,0
35.63636363636363,540.2727272727273,83.29454545454544,2,163443,0
32.92,573.8,119.6772,2,40093,0
19.7,234.0,43.067,2,38371,1
47.0,519.16,121.9148,2,141601,1
38.48,390.12,89.32320000000001,3,100219,1
41.31818181818182,402.72727272727275,88.34999999999997,3,82537,1
34.333333333333336,406.7083333333333,83.63041666666665,3,141234,0
36.391304347826086,541.5652173913044,127.65739130434783,3,138786,0
34.22222222222222,608.0,106.34333333333333,4,154568,1
19.555555555555557,381.55555555555554,82.13555555555554,4,159925,1
39.142857142857146,443.92857142857144,100.33642857142857,4,140680,0
29.333333333333332,577.8333333333334,105.95333333333333,4,163302,0
34.28,421.24,89.74680000000002,5,109305,1
29.5,514.3125,83.48875,5,139304,1
34.72,529.12,111.684,5,56090,0
37.68,524.36,111.10519999999998,5,75585,0
31.0,497.68,93.12440000000002,6,109359,1
39.4,498.64,109.5816,6,110041,1
38.88,507.8,123.48200000000001,6,66344,0
39.041666666666664,575.9166666666666,119.05125,6,138787,0
36.333333333333336,426.0952380952381,88.81142857142856,7,130641,0
